Humain_0,Humain_1,Humain_2,Humain_3,Humain_4,Humain_5,Humain_6,Humain_7,Humain_8,Humain_9,Humain_10,Humain_11,Humain_12,Humain_13,Humain_14,Humain_15,Humain_16,Humain_17,Humain_18,Humain_19,Humain_20,Humain_21,Humain_22,Humain_23,Humain_24,Humain_25,Humain_26,Humain_27,Humain_28,Humain_29,Humain_30,Humain_31,Humain_32,Humain_33,Humain_34,Humain_35,Humain_36,Humain_37,Humain_38,Humain_39,Humain_40,Humain_41,Humain_42,Humain_43,Humain_44,Humain_45,Humain_46,Humain_47,Humain_48,Humain_49,Humain_50,Humain_51,Humain_52,Humain_53,Humain_54,Humain_55,Humain_56,Humain_57,Humain_58,Humain_59,Humain_60,Humain_61,Humain_62,Humain_63,Humain_64,Humain_65,Humain_66,Humain_67,Humain_68,Humain_69,Humain_70,Humain_71,Humain_72,Humain_73,Humain_74,Humain_75,Humain_76,Humain_77,Humain_78,Humain_79,Humain_80,Humain_81,Humain_82,Humain_83,Humain_84,Humain_85,Humain_86,Humain_87,Humain_88,Humain_89,Humain_90,Humain_91,Humain_92,Humain_93,Humain_94,Humain_95,Humain_96,Humain_97,Humain_98,Humain_99,
256,65536,2147483648,2147483648,33554432,134217728,8192,134217728,32768,262144,32768,2,2097152,67108864,33554432,32768,1073741824,65536,32,2097152,16384,4,1048576,128,4194304,134217728,4096,268435456,64,512,1073741824,16,2097152,128,67108864,67108864,134217728,1073741824,67108864,4,2147483648,1073741824,8192,16,65536,2147483648,262144,67108864,1,524288,2,8,536870912,2,67108864,2097152,1024,262144,8388608,2147483648,16384,1073741824,256,536870912,536870912,134217728,67108864,256,131072,524288,256,131072,1,16,1048576,65536,2147483648,4,134217728,16,8388608,2,1024,33554432,524288,131072,512,65536,8,131072,1024,32,32768,8,2,2048,65536,32,134217728,8,
256,65536,2147483648,2147483648,33554432,134217728,8192,134217728,32768,262144,32768,2,2097152,67108864,33554432,32768,1073741824,65536,32,2097152,16384,4,1048576,128,4194304,134217728,4096,268435456,64,512,1073741824,16,2097152,128,67108864,67108864,134217728,1073741824,67108864,4,2147483648,1073741824,8192,16,65536,2147483648,262144,67108864,1,524288,2,8,536870912,2,67108864,2097152,1024,262144,8388608,2147483648,16384,1073741824,256,536870912,536870912,134217728,67108864,256,131072,524288,256,131072,1,16,1048576,65536,2147483648,4,134217728,16,8388608,2,1024,33554432,524288,131072,512,65536,8,131072,1024,32,32768,8,2,2048,65536,32,134217728,8,
256,65536,2147483648,2147483648,33554432,134217728,8192,134217728,32768,262144,32768,2,2097152,67108864,33554432,32768,1073741824,65536,32,2097152,16384,4,1048576,128,4194304,134217728,4096,268435456,64,512,1073741824,16,2097152,128,67108864,67108864,134217728,1073741824,67108864,4,2147483648,1073741824,8192,16,65536,2147483648,262144,67108864,1,524288,2,8,536870912,2,67108864,2097152,1024,262144,8388608,2147483648,16384,1073741824,256,536870912,536870912,134217728,67108864,256,131072,524288,256,131072,1,16,1048576,65536,2147483648,4,134217728,16,8388608,2,1024,33554432,524288,131072,512,65536,8,131072,1024,32,32768,8,2,2048,65536,32,134217728,8,
256,65536,2147483648,2147483648,33554432,134217728,8192,134217728,32768,262144,32768,2,2097152,67108864,33554432,32768,1073741824,65536,32,2097152,16384,4,1048576,128,4194304,134217728,4096,268435456,64,512,1073741824,16,2097152,128,67108864,67108864,134217728,1073741824,67108864,4,2147483648,1073741824,8192,16,65536,2147483648,262144,67108864,1,524288,2,8,536870912,2,67108864,2097152,1024,262144,8388608,2147483648,16384,1073741824,256,536870912,536870912,134217728,67108864,256,131072,524288,256,131072,1,16,1048576,65536,2147483648,4,134217728,16,8388608,2,1024,33554432,524288,131072,512,65536,8,131072,1024,32,32768,8,2,2048,65536,32,134217728,8,
256,65536,2147483648,2147483648,33554432,134217728,8192,134217728,32768,262144,32768,2,2097152,67108864,33554432,32768,1073741824,65536,32,2097152,16384,4,1048576,128,4194304,134217728,4096,268435456,64,512,1073741824,16,2097152,128,67108864,67108864,134217728,1073741824,67108864,4,2147483648,1073741824,8192,16,65536,2147483648,262144,67108864,1,524288,2,8,536870912,2,67108864,2097152,1024,262144,8388608,2147483648,16384,1073741824,256,536870912,536870912,134217728,67108864,256,131072,524288,256,131072,1,16,1048576,65536,2147483648,4,134217728,16,8388608,2,1024,33554432,524288,131072,512,65536,8,131072,1024,32,32768,8,2,2048,65536,32,134217728,8,
256,65536,2147483648,2147483648,33554432,134217728,8192,134217728,32768,262144,32768,2,2097152,67108864,33554432,32768,1073741824,65536,32,2097152,16384,4,1048576,128,4194304,134217728,4096,268435456,64,512,1073741824,16,2097152,128,67108864,67108864,134217728,1073741824,67108864,4,2147483648,1073741824,8192,16,65536,2147483648,262144,67108864,1,524288,2,8,536870912,2,67108864,2097152,1024,262144,8388608,2147483648,16384,1073741824,256,536870912,536870912,134217728,67108864,256,131072,524288,256,131072,1,16,1048576,65536,2147483648,4,134217728,16,8388608,2,1024,33554432,524288,131072,512,65536,8,131072,1024,32,32768,8,2,2048,65536,32,134217728,8,
256,65536,2147483648,2147483648,33554432,134217728,8192,134217728,32768,262144,32768,2,2097152,67108864,33554432,32768,1073741824,65536,32,2097152,16384,4,1048576,128,4194304,134217728,4096,268435456,64,512,1073741824,16,2097152,128,67108864,67108864,134217728,1073741824,67108864,4,2147483648,1073741824,8192,16,65536,2147483648,262144,67108864,1,524288,2,8,536870912,2,67108864,2097152,1024,262144,8388608,2147483648,16384,1073741824,256,536870912,536870912,134217728,67108864,256,131072,524288,256,131072,1,16,1048576,65536,2147483648,4,134217728,16,8388608,2,1024,33554432,524288,131072,512,65536,8,131072,1024,32,32768,8,2,2048,65536,32,134217728,8,
256,65536,2147483648,2147483648,33554432,134217728,8192,134217728,32768,262144,32768,2,2097152,67108864,33554432,32768,1073741824,65536,32,2097152,16384,4,1048576,128,4194304,134217728,4096,268435456,64,512,1073741824,16,2097152,128,67108864,67108864,134217728,1073741824,67108864,4,2147483648,1073741824,8192,16,65536,2147483648,262144,67108864,1,524288,2,8,536870912,2,67108864,2097152,1024,262144,8388608,2147483648,16384,1073741824,256,536870912,536870912,134217728,67108864,256,131072,524288,256,131072,1,16,1048576,65536,2147483648,4,134217728,16,8388608,2,1024,33554432,524288,131072,512,65536,8,131072,1024,32,32768,8,2,2048,65536,32,134217728,8,
256,65536,2147483648,2147483648,33554432,134217728,8192,134217728,32768,262144,32768,2,2097152,67108864,33554432,32768,1073741824,65536,32,2097152,16384,4,1048576,128,4194304,134217728,4096,268435456,64,512,1073741824,16,2097152,128,67108864,67108864,134217728,1073741824,67108864,4,2147483648,1073741824,8192,16,65536,2147483648,262144,67108864,1,524288,2,8,536870912,2,67108864,2097152,1024,262144,8388608,2147483648,16384,1073741824,256,536870912,536870912,134217728,67108864,256,131072,524288,256,131072,1,16,1048576,65536,2147483648,4,134217728,16,8388608,2,1024,33554432,524288,131072,512,65536,8,131072,1024,32,32768,8,2,2048,65536,32,134217728,8,
256,65536,2147483648,2147483648,33554432,134217728,8192,134217728,32768,262144,32768,2,2097152,67108864,33554432,32768,1073741824,65536,32,2097152,16384,4,1048576,128,4194304,134217728,4096,268435456,64,512,1073741824,16,2097152,128,67108864,67108864,134217728,1073741824,67108864,4,2147483648,1073741824,8192,16,65536,2147483648,262144,67108864,1,524288,2,8,536870912,2,67108864,2097152,1024,262144,8388608,2147483648,16384,1073741824,256,536870912,536870912,134217728,67108864,256,131072,524288,256,131072,1,16,1048576,65536,2147483648,4,134217728,16,8388608,2,1024,33554432,524288,131072,512,65536,8,131072,1024,32,32768,8,2,2048,65536,32,134217728,8,
